holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,ID
None,58.5,0.0,0.0,1,Clear,sky is clear,2018-04-27 16:00:00,6471,954
None,47.4,0.0,0.0,90,Clouds,overcast clouds,2017-04-19 00:00:00,667,955
None,22.7,0.0,0.0,40,Clouds,scattered clouds,2018-03-07 12:00:00,4879,956
None,4.6,0.0,0.0,1,Clear,sky is clear,2018-02-09 05:00:00,2651,957
None,47.2,0.0,0.0,1,Clear,sky is clear,2016-04-10 21:00:00,2449,958
None,42.4,0.0,0.0,0,Clear,Sky is Clear,2016-04-22 09:00:00,5388,959
None,2.1,0.0,0.0,20,Clouds,few clouds,2014-02-03 09:00:00,4634,960
None,9.9,0.0,0.0,40,Clouds,scattered clouds,2017-03-11 09:00:00,4256,961
None,36.6,0.0,0.0,40,Clouds,scattered clouds,2014-02-19 13:00:00,5072,962
None,6.5,0.0,0.0,1,Clear,sky is clear,2016-02-09 06:00:00,5691,963
None,20.3,0.0,0.0,90,Fog,fog,2013-02-23 08:00:00,2976,964
None,36.9,0.0,0.0,75,Clouds,broken clouds,2017-04-11 11:00:00,4747,965
None,41.5,0.0,0.0,1,Clear,sky is clear,2017-03-16 14:00:00,5424,966
None,29.4,0.0,0.0,90,Snow,heavy snow,2013-02-12 01:00:00,332,967
None,26.1,0.0,0.0,90,Clouds,overcast clouds,2013-03-12 09:00:00,5013,968
None,32.3,0.0,0.0,90,Snow,heavy snow,2013-04-13 20:00:00,2881,969
None,44.7,0.0,0.0,1,Clear,sky is clear,2013-04-05 19:00:00,3604,970
None,-2.2,0.0,0.0,20,Clouds,few clouds,2014-02-27 17:00:00,5547,971
None,34.8,0.0,0.0,1,Clear,sky is clear,2018-04-22 02:00:00,671,972
None,45.8,0.0,0.0,1,Clear,sky is clear,2018-04-20 12:00:00,5433,973
None,2.7,0.0,0.0,1,Clear,sky is clear,2018-02-09 06:00:00,5319,974
None,0.3,0.0,0.0,90,Clouds,overcast clouds,2014-02-06 22:00:00,3500,975
None,31.6,0.38,0.0,90,Rain,light rain,2014-04-03 18:00:00,3439,976
None,35.7,0.0,0.0,90,Drizzle,drizzle,2017-03-16 21:00:00,2504,977
None,14.9,0.0,0.0,75,Clouds,broken clouds,2014-03-24 07:00:00,6529,978
None,49.7,0.0,0.0,1,Clear,sky is clear,2017-04-23 23:00:00,1031,979
None,19.9,0.0,0.0,90,Haze,haze,2018-02-19 09:00:00,3344,980
None,5.3,0.0,0.0,1,Clear,sky is clear,2014-02-23 09:00:00,2344,981
None,29.3,0.0,0.0,5,Clear,sky is clear,2018-02-14 11:00:00,4842,982
None,5.9,0.0,0.0,1,Clear,sky is clear,2014-02-09 16:00:00,3920,983
None,32.6,0.0,0.0,90,Rain,light rain,2017-04-27 07:00:00,6302,984
None,13.0,0.0,0.0,1,Clear,sky is clear,2017-02-04 02:00:00,911,985
None,51.4,0.0,0.0,90,Clouds,overcast clouds,2017-04-17 00:00:00,604,986
None,19.5,0.0,0.0,90,Snow,light snow,2018-02-19 22:00:00,1354,987
None,28.0,0.0,0.0,1,Clear,sky is clear,2013-03-23 12:00:00,4999,988
None,46.7,0.0,0.0,1,Clear,sky is clear,2013-04-08 18:00:00,4356,989
None,28.2,2.03,0.0,90,Rain,moderate rain,2014-04-04 01:00:00,375,990
None,41.1,0.0,0.0,90,Rain,light rain,2016-03-31 06:00:00,5420,991
None,35.2,0.0,0.0,40,Clouds,scattered clouds,2013-04-20 20:00:00,3142,992
None,28.6,0.0,0.0,90,Mist,mist,2013-04-13 08:00:00,2943,993
None,40.7,0.0,0.0,20,Clouds,few clouds,2014-04-22 08:00:00,6096,994
None,31.9,0.0,0.0,90,Snow,heavy snow,2013-03-16 10:00:00,4108,995
None,40.7,0.0,0.0,90,Clouds,overcast clouds,2013-04-22 12:00:00,4815,996
None,38.3,1.61,0.0,90,Rain,moderate rain,2014-04-27 08:00:00,1485,997
None,41.5,0.0,0.0,1,Clear,sky is clear,2017-02-13 12:00:00,4627,998
None,40.0,0.0,0.0,1,Clear,sky is clear,2016-04-10 22:00:00,1724,999
None,63.2,0.0,0.0,40,Clouds,scattered clouds,2017-04-14 15:00:00,5789,1000
None,41.7,0.0,0.0,75,Clouds,broken clouds,2018-04-27 23:00:00,1942,1001
None,13.6,0.0,0.0,20,Clouds,few clouds,2014-02-26 18:00:00,4298,1002
None,6.0,0.0,0.0,1,Clear,sky is clear,2018-02-09 12:00:00,5335,1003
None,38.4,5.58,0.0,90,Rain,heavy intensity rain,2014-04-27 11:00:00,2954,1004
None,31.2,0.0,0.0,90,Snow,snow,2013-04-19 22:00:00,3074,1005
None,11.9,0.0,0.0,75,Clouds,broken clouds,2014-03-25 05:00:00,2666,1006
None,40.6,0.0,0.0,75,Clouds,broken clouds,2016-03-20 14:00:00,4760,1007
None,44.7,0.0,0.0,90,Clouds,overcast clouds,2016-04-13 04:00:00,1003,1008
None,41.0,0.0,0.0,1,Clear,sky is clear,2017-03-20 22:00:00,1554,1009
None,58.7,0.34,0.0,75,Rain,light rain,2014-04-21 09:00:00,5075,1010
None,22.6,0.0,0.0,90,Snow,heavy snow,2013-03-13 07:00:00,6850,1011
None,51.7,0.0,0.0,1,Clear,sky is clear,2017-04-05 19:00:00,3612,1012
None,55.7,0.0,0.0,90,Clouds,overcast clouds,2014-04-10 02:00:00,265,1013
None,9.5,0.0,0.0,1,Clear,sky is clear,2013-03-22 01:00:00,435,1014
None,32.4,0.0,0.0,90,Clouds,overcast clouds,2018-03-20 01:00:00,337,1015
None,38.8,0.0,0.0,75,Clouds,broken clouds,2018-03-04 20:00:00,3258,1016
None,29.1,0.0,0.0,75,Clouds,broken clouds,2013-02-24 14:00:00,4277,1017
None,40.4,0.0,0.0,90,Clouds,overcast clouds,2014-03-11 13:00:00,4856,1018
None,41.8,0.0,0.0,90,Rain,light rain,2016-03-26 21:00:00,2710,1019
None,40.6,0.0,0.0,20,Clouds,few clouds,2014-04-08 10:00:00,4531,1020
None,78.8,0.0,0.0,90,Clouds,overcast clouds,2016-04-17 16:00:00,4671,1021
None,41.4,0.0,0.0,90,Rain,light rain,2016-03-16 23:00:00,1144,1022
None,22.3,0.0,0.0,0,Clear,Sky is Clear,2017-02-15 20:00:00,2844,1023
None,8.1,0.0,0.0,75,Mist,mist,2018-02-24 09:00:00,3753,1024
None,33.1,0.0,0.0,1,Clear,sky is clear,2013-04-06 00:00:00,1037,1025
None,26.6,0.0,0.0,90,Clouds,overcast clouds,2013-03-01 19:00:00,4210,1026
None,38.0,0.0,0.0,90,Rain,moderate rain,2016-03-17 02:00:00,267,1027
None,38.2,0.0,0.0,20,Clouds,few clouds,2014-03-10 07:00:00,6141,1028
None,31.5,0.0,0.0,90,Drizzle,drizzle,2013-03-16 09:00:00,3570,1029
None,18.4,0.0,0.0,1,Clear,sky is clear,2017-02-03 19:00:00,3760,1030
None,37.6,0.0,0.0,1,Clear,sky is clear,2014-04-17 20:00:00,3067,1031
None,44.6,0.0,0.0,90,Clouds,overcast clouds,2017-04-20 14:00:00,5496,1032
None,47.5,0.0,0.0,90,Clouds,overcast clouds,2017-04-14 07:00:00,6026,1033
None,38.0,0.0,0.0,90,Clouds,overcast clouds,2016-04-06 18:00:00,4540,1034
None,34.6,0.0,0.0,75,Clouds,broken clouds,2014-02-18 20:00:00,2985,1035
None,26.8,0.0,0.0,90,Clouds,overcast clouds,2016-02-05 14:00:00,5662,1036
None,30.2,0.0,0.0,1,Clear,sky is clear,2017-03-19 01:00:00,1252,1037
None,30.2,0.0,0.0,90,Mist,mist,2018-03-31 02:00:00,485,1038
None,7.0,0.0,0.0,90,Clouds,overcast clouds,2014-02-24 22:00:00,1359,1039
None,34.4,0.0,0.0,90,Snow,snow,2016-03-23 11:00:00,4725,1040
None,-0.5,0.0,0.0,40,Clouds,scattered clouds,2017-02-08 08:00:00,6115,1041
None,50.5,0.0,0.0,90,Drizzle,drizzle,2017-04-03 20:00:00,2644,1042
None,27.3,0.0,0.0,1,Clear,sky is clear,2018-02-28 01:00:00,340,1043
None,39.9,0.0,0.0,1,Clear,sky is clear,2017-03-21 00:00:00,593,1044
None,26.5,0.0,0.0,1,Mist,mist,2018-02-27 01:00:00,329,1045
None,42.4,0.25,0.0,90,Rain,light rain,2014-04-23 23:00:00,1005,1046
None,38.7,0.0,0.0,90,Rain,light rain,2013-03-31 08:00:00,1544,1047
None,10.6,0.0,0.0,1,Clear,sky is clear,2017-03-11 02:00:00,571,1048
None,26.7,0.0,0.0,90,Mist,mist,2018-02-23 06:00:00,4627,1049
None,23.9,0.0,0.0,40,Clouds,scattered clouds,2013-03-08 22:00:00,2648,1050
None,37.6,0.0,0.0,68,Clouds,broken clouds,2017-02-16 12:00:00,4864,1051
None,13.2,0.0,0.0,1,Clear,sky is clear,2014-02-14 13:00:00,5429,1052
None,37.5,0.0,0.0,90,Clouds,overcast clouds,2018-03-19 13:00:00,4712,1053
None,49.6,0.0,0.0,40,Clouds,scattered clouds,2017-03-06 02:00:00,304,1054
None,38.2,0.0,0.0,1,Clear,sky is clear,2018-04-17 14:00:00,5220,1055
None,46.3,0.0,0.0,90,Clouds,overcast clouds,2018-04-11 17:00:00,6744,1056
None,35.6,0.0,0.0,90,Rain,moderate rain,2017-03-16 20:00:00,3145,1057
None,35.5,0.0,0.0,90,Clouds,overcast clouds,2013-04-18 07:00:00,7150,1058
None,54.2,0.0,0.0,1,Clear,sky is clear,2017-04-29 16:00:00,4874,1059
None,13.0,0.0,0.0,1,Clear,sky is clear,2018-02-11 20:00:00,2435,1060
None,31.0,0.0,0.0,0,Clear,Sky is Clear,2017-02-17 01:00:00,402,1061
None,30.4,0.0,0.0,90,Haze,haze,2016-02-01 17:00:00,6071,1062
None,7.2,0.0,0.0,20,Clouds,few clouds,2018-02-06 13:00:00,4621,1063
None,43.6,0.54,0.0,90,Rain,light rain,2014-04-28 04:00:00,731,1064
None,36.1,0.0,0.0,1,Clear,sky is clear,2013-04-04 11:00:00,5365,1065
None,58.3,0.0,0.0,75,Thunderstorm,thunderstorm with light rain,2018-04-30 00:00:00,541,1066
None,39.8,0.0,0.0,90,Rain,light rain,2017-03-30 03:00:00,370,1067
None,26.0,0.0,0.0,1,Clear,sky is clear,2016-03-20 05:00:00,606,1068
None,22.3,0.0,0.0,1,Clear,sky is clear,2017-03-13 19:00:00,3124,1069
None,39.4,0.0,0.0,1,Clear,sky is clear,2017-04-22 08:00:00,3660,1070
None,55.0,0.0,0.0,90,Clouds,overcast clouds,2017-04-12 15:00:00,5712,1071
None,10.7,0.0,0.0,1,Clear,sky is clear,2017-02-02 01:00:00,356,1072
None,53.3,1.91,0.0,90,Rain,moderate rain,2016-04-24 21:00:00,2269,1073
None,33.7,0.0,0.0,90,Mist,mist,2018-03-27 00:00:00,516,1074
None,43.6,0.0,0.0,75,Clouds,broken clouds,2018-03-28 11:00:00,4775,1075
None,59.0,0.0,0.0,90,Drizzle,light intensity drizzle,2017-04-15 10:00:00,3876,1076
None,25.2,0.0,0.0,90,Clouds,overcast clouds,2014-02-17 12:00:00,2965,1077
None,28.8,0.0,0.0,90,Snow,light snow,2016-04-04 05:00:00,2632,1078
None,32.0,0.0,0.0,1,Clear,sky is clear,2016-03-10 22:00:00,2754,1079
None,21.6,0.0,0.0,90,Snow,light snow,2018-02-19 13:00:00,3450,1080
None,25.4,0.0,0.0,90,Snow,light snow,2017-02-07 09:00:00,4140,1081
None,34.3,0.0,0.0,90,Clouds,overcast clouds,2014-04-18 09:00:00,4962,1082
None,33.7,0.0,0.0,90,Drizzle,light intensity drizzle,2018-03-27 00:00:00,516,1083
None,57.2,0.0,0.0,75,Clouds,broken clouds,2017-02-21 18:00:00,4569,1084
None,30.4,0.0,0.0,40,Clouds,scattered clouds,2013-04-24 09:00:00,5220,1085
None,36.0,0.0,0.0,75,Clouds,broken clouds,2018-03-03 08:00:00,3029,1086
None,24.4,0.0,0.0,90,Clouds,overcast clouds,2014-04-01 05:00:00,2577,1087
None,32.8,0.0,0.0,90,Mist,mist,2013-04-22 05:00:00,2617,1088
None,67.4,0.0,0.0,1,Clear,sky is clear,2013-04-30 21:00:00,2699,1089
None,20.5,0.0,0.0,1,Clear,sky is clear,2013-03-21 16:00:00,6466,1090
None,15.2,0.0,0.0,1,Mist,mist,2018-02-26 03:00:00,336,1091
None,0.3,0.0,0.0,1,Clear,sky is clear,2014-02-05 20:00:00,2651,1092
None,29.6,0.0,0.0,90,Snow,light snow,2018-04-06 00:00:00,932,1093
None,25.8,0.0,0.0,20,Clouds,few clouds,2017-03-08 11:00:00,4749,1094
None,43.7,0.0,0.0,1,Clear,sky is clear,2017-04-02 00:00:00,2052,1095
None,9.0,0.0,0.0,0,Clear,sky is clear,2014-02-02 12:00:00,3655,1096
None,37.4,0.0,0.0,40,Clouds,scattered clouds,2016-04-03 20:00:00,2884,1097
None,30.8,0.0,0.0,90,Snow,light snow,2018-03-10 11:00:00,4732,1098
None,53.7,0.0,0.0,75,Clouds,broken clouds,2018-04-26 10:00:00,4675,1099
None,39.1,0.0,0.0,90,Rain,light rain,2017-03-16 17:00:00,6298,1100
None,22.6,0.0,0.0,90,Clouds,overcast clouds,2013-02-24 19:00:00,2693,1101
None,43.7,0.0,0.0,75,Mist,mist,2013-03-31 12:00:00,3829,1102
None,38.7,0.0,0.0,1,Clear,sky is clear,2018-04-25 03:00:00,341,1103
None,29.9,0.0,0.0,90,Snow,light snow,2017-03-01 19:00:00,3200,1104
None,42.6,0.0,0.0,75,Clouds,broken clouds,2017-02-27 17:00:00,6028,1105
None,35.2,0.0,0.0,0,Clear,Sky is Clear,2016-04-22 06:00:00,6035,1106
None,30.7,0.0,0.0,20,Clouds,few clouds,2018-02-23 17:00:00,5681,1107
None,23.2,0.0,0.0,90,Clouds,overcast clouds,2017-03-16 01:00:00,503,1108
None,40.4,0.0,0.0,75,Clouds,broken clouds,2016-04-30 07:00:00,2202,1109
None,33.0,0.0,0.0,90,Clouds,overcast clouds,2013-04-14 21:00:00,1950,1110
None,33.7,0.0,0.0,90,Clouds,overcast clouds,2018-02-15 16:00:00,6807,1111
None,43.7,0.0,0.0,75,Clouds,broken clouds,2016-04-12 12:00:00,5055,1112
None,49.5,0.25,0.0,90,Rain,light rain,2014-04-20 04:00:00,235,1113
None,60.3,0.0,0.0,40,Drizzle,light intensity drizzle,2016-04-24 01:00:00,1063,1114
None,22.8,0.0,0.0,20,Clouds,few clouds,2014-03-12 04:00:00,809,1115
None,30.5,0.0,0.0,90,Mist,mist,2018-04-03 15:00:00,4689,1116
None,32.2,0.0,0.0,90,Mist,mist,2013-04-23 22:00:00,2846,1117
None,20.1,0.0,0.0,20,Clouds,few clouds,2014-03-13 00:00:00,634,1118
None,33.8,0.0,0.0,1,Clear,sky is clear,2017-03-21 18:00:00,4627,1119
None,31.1,0.0,0.0,90,Snow,heavy snow,2013-04-15 10:00:00,4386,1120
None,31.4,0.0,0.0,90,Snow,snow,2018-04-13 23:00:00,1143,1121
None,32.5,0.0,0.0,90,Snow,snow,2013-04-23 20:00:00,2904,1122
None,34.2,0.0,0.0,90,Mist,mist,2018-03-11 21:00:00,2118,1123
None,12.6,0.0,0.0,1,Clear,sky is clear,2014-02-23 18:00:00,3033,1124
None,34.6,0.0,0.0,90,Mist,mist,2013-03-11 01:00:00,362,1125
None,25.6,0.0,0.0,90,Clouds,overcast clouds,2013-02-08 22:00:00,3112,1126
None,38.1,0.0,0.0,0,Clear,Sky is Clear,2016-04-22 04:00:00,921,1127
None,52.5,5.21,0.0,90,Thunderstorm,proximity thunderstorm,2016-04-24 10:00:00,3494,1128
None,35.7,0.0,0.0,90,Mist,mist,2013-04-10 23:00:00,1019,1129
None,36.5,0.0,0.0,1,Clear,sky is clear,2016-02-20 19:00:00,3482,1130
None,7.6,0.0,0.0,40,Snow,light snow,2018-02-04 01:00:00,986,1131
None,29.1,0.0,0.0,90,Snow,light snow,2017-03-08 03:00:00,313,1132
None,44.6,0.0,0.0,1,Clear,sky is clear,2016-03-10 16:00:00,6823,1133
None,43.0,0.0,0.0,90,Clouds,overcast clouds,2014-03-09 16:00:00,4850,1134
None,40.5,0.0,0.0,90,Clouds,overcast clouds,2017-03-24 20:00:00,3177,1135
None,35.2,0.0,0.0,1,Mist,mist,2018-04-23 05:00:00,2864,1136
None,32.3,0.0,0.0,40,Clouds,scattered clouds,2018-03-09 18:00:00,5207,1137
None,53.2,0.0,0.0,90,Clouds,overcast clouds,2016-03-13 12:00:00,4257,1138
None,3.2,0.0,0.0,5,Clear,sky is clear,2017-02-09 09:00:00,5121,1139
None,38.8,0.0,0.0,75,Clouds,broken clouds,2018-04-11 11:00:00,5123,1140
None,28.4,0.0,0.0,90,Mist,mist,2013-04-14 05:00:00,459,1141
None,13.7,0.0,0.0,1,Mist,mist,2018-03-02 05:00:00,2670,1142
None,35.7,0.0,0.0,90,Rain,light rain,2013-04-10 23:00:00,1019,1143
None,45.9,0.0,0.0,1,Clear,sky is clear,2017-03-20 20:00:00,2781,1144
None,28.7,0.0,0.0,8,Clear,sky is clear,2017-02-15 19:00:00,3502,1145
None,40.8,0.0,0.0,90,Rain,light rain,2013-04-09 00:00:00,539,1146
None,22.1,0.0,0.0,1,Clear,sky is clear,2018-03-13 07:00:00,6404,1147
None,45.1,0.0,0.0,90,Clouds,overcast clouds,2018-04-12 19:00:00,3697,1148
None,38.3,0.0,0.0,40,Clouds,scattered clouds,2016-03-22 20:00:00,2993,1149
None,27.4,0.0,0.0,90,Clouds,overcast clouds,2016-02-02 08:00:00,5526,1150
None,29.8,0.0,0.0,1,Clear,sky is clear,2017-03-19 00:00:00,1789,1151
None,38.5,0.0,0.0,1,Clear,sky is clear,2017-02-11 12:00:00,5020,1152
None,37.0,0.0,0.0,1,Mist,mist,2018-04-23 03:00:00,373,1153
None,27.2,0.0,0.0,1,Mist,mist,2016-02-01 01:00:00,312,1154
None,11.9,0.0,0.0,1,Clear,sky is clear,2014-02-07 16:00:00,6114,1155
None,20.9,0.0,0.0,40,Clouds,scattered clouds,2017-03-02 02:00:00,258,1156
None,53.2,0.0,0.0,90,Haze,haze,2016-04-20 10:00:00,4852,1157
None,38.2,0.0,0.0,90,Clouds,overcast clouds,2017-03-26 23:00:00,993,1158
None,24.5,0.0,0.0,40,Clouds,scattered clouds,2014-03-20 07:00:00,6469,1159
None,13.5,0.0,0.0,1,Snow,light snow,2018-04-07 00:00:00,1196,1160
None,43.6,0.0,0.0,40,Clouds,scattered clouds,2013-03-29 17:00:00,5371,1161
None,25.9,0.0,0.0,90,Snow,light snow,2018-04-09 01:00:00,315,1162
None,31.9,0.0,0.0,1,Clear,sky is clear,2016-02-28 20:00:00,2423,1163
None,0.0,0.0,0.0,40,Clouds,scattered clouds,2014-02-15 02:00:00,542,1164
None,55.7,0.0,0.0,1,Clear,sky is clear,2016-03-06 16:00:00,4199,1165
None,29.6,0.0,0.0,75,Clouds,broken clouds,2014-03-15 18:00:00,4126,1166
None,21.3,0.0,0.0,40,Clouds,scattered clouds,2013-02-09 19:00:00,3334,1167
None,42.1,0.0,0.0,90,Clouds,overcast clouds,2014-04-13 11:00:00,3874,1168
None,46.7,0.0,0.0,1,Clear,sky is clear,2017-04-24 01:00:00,353,1169
None,38.9,0.0,0.0,1,Clear,sky is clear,2018-03-24 19:00:00,3788,1170
None,28.7,0.0,0.0,20,Clouds,few clouds,2013-03-03 15:00:00,4348,1171
None,14.3,0.0,0.0,1,Mist,mist,2018-02-24 10:00:00,4373,1172
None,29.8,0.0,0.0,40,Clouds,scattered clouds,2016-04-05 06:00:00,5857,1173
None,32.4,0.0,0.0,90,Rain,light rain,2016-03-18 02:00:00,290,1174
None,34.3,0.0,0.0,75,Rain,light rain,2018-03-26 11:00:00,4370,1175
None,30.5,0.0,0.0,90,Clouds,overcast clouds,2014-04-01 01:00:00,341,1176
None,9.1,0.0,0.0,5,Clear,sky is clear,2018-02-06 15:00:00,5710,1177
None,19.1,0.0,0.0,1,Clear,sky is clear,2013-03-17 10:00:00,3371,1178
None,26.3,0.0,0.0,20,Clouds,few clouds,2017-03-04 08:00:00,2431,1179
None,44.3,0.0,0.0,1,Clear,sky is clear,2017-04-22 00:00:00,1638,1180
None,70.0,0.0,0.0,90,Clouds,overcast clouds,2017-04-24 15:00:00,5456,1181
None,31.2,0.0,0.0,90,Snow,snow,2018-04-14 00:00:00,625,1182
None,30.8,0.0,0.0,90,Snow,light snow,2016-03-18 08:00:00,5414,1183
None,24.3,0.0,0.0,90,Snow,light snow,2018-04-03 21:00:00,1450,1184
None,46.1,0.0,0.0,1,Clear,sky is clear,2013-03-30 19:00:00,3287,1185
None,46.8,0.0,0.0,40,Drizzle,light intensity drizzle,2017-04-04 01:00:00,368,1186
None,34.4,0.0,0.0,90,Mist,mist,2018-03-26 18:00:00,4041,1187
None,28.6,0.0,0.0,90,Mist,mist,2018-03-06 05:00:00,2537,1188
None,39.4,0.0,0.0,90,Rain,light rain,2017-03-23 15:00:00,5841,1189
None,42.2,0.0,0.0,90,Rain,moderate rain,2017-04-20 04:00:00,840,1190
None,22.9,0.0,0.0,75,Clouds,broken clouds,2017-03-16 00:00:00,889,1191
None,30.8,0.0,0.0,90,Haze,haze,2013-02-10 17:00:00,2230,1192
None,32.9,0.0,0.0,90,Clouds,overcast clouds,2018-03-06 14:00:00,4671,1193
None,19.9,0.0,0.0,75,Clouds,broken clouds,2018-02-20 16:00:00,6471,1194
None,14.9,0.0,0.0,1,Clear,sky is clear,2014-02-16 12:00:00,3918,1195
None,-6.5,0.0,0.0,1,Clear,sky is clear,2014-02-10 22:00:00,1397,1196
None,33.5,0.0,0.0,90,Clouds,overcast clouds,2014-04-14 00:00:00,504,1197
None,21.0,0.0,0.0,1,Clear,sky is clear,2013-03-22 21:00:00,4233,1198
None,6.0,0.0,0.0,1,Clear,sky is clear,2018-02-12 01:00:00,286,1199
None,47.8,0.0,0.0,90,Fog,fog,2016-03-14 08:00:00,5969,1200
None,38.8,0.0,0.0,90,Mist,mist,2017-03-23 17:00:00,6286,1201
None,9.8,0.0,0.0,90,Clouds,overcast clouds,2016-02-10 21:00:00,2374,1202
None,27.1,0.0,0.0,75,Clouds,broken clouds,2016-02-25 09:00:00,5404,1203
None,37.8,0.0,0.0,90,Rain,light rain,2017-03-24 02:00:00,313,1204
None,24.6,0.0,0.0,90,Snow,snow,2013-03-15 04:00:00,739,1205
None,30.1,0.0,0.0,90,Fog,fog,2018-03-05 17:00:00,1953,1206
None,30.8,0.0,0.0,90,Fog,fog,2016-02-16 04:00:00,869,1207
None,50.3,0.0,0.0,90,Drizzle,drizzle,2016-04-19 01:00:00,338,1208
None,26.2,0.0,0.0,90,Clouds,overcast clouds,2013-02-12 13:00:00,4834,1209
None,27.4,0.0,0.0,90,Clouds,overcast clouds,2013-03-04 22:00:00,1343,1210
None,37.7,0.0,0.0,90,Clouds,overcast clouds,2016-02-20 11:00:00,4637,1211
None,61.4,0.0,0.0,90,Rain,moderate rain,2017-04-15 19:00:00,3483,1212
None,-4.7,0.0,0.0,100,Clouds,overcast clouds,2013-02-01 02:00:00,291,1213
None,17.3,0.0,0.0,75,Clouds,broken clouds,2016-03-02 09:00:00,5341,1214
None,31.1,0.0,0.0,5,Mist,mist,2017-03-28 08:00:00,6214,1215
None,54.4,0.0,0.0,40,Clouds,scattered clouds,2018-04-24 20:00:00,3115,1216
None,45.0,0.0,0.0,90,Rain,moderate rain,2016-03-30 04:00:00,879,1217
None,68.8,0.0,0.0,40,Clouds,scattered clouds,2014-04-09 19:00:00,3316,1218
None,33.3,0.0,0.0,90,Mist,mist,2013-03-10 04:00:00,380,1219
None,17.4,0.0,0.0,1,Clear,sky is clear,2017-02-05 22:00:00,2485,1220
None,26.9,0.0,0.0,75,Clouds,broken clouds,2014-03-26 11:00:00,4681,1221
None,17.6,0.0,0.0,90,Fog,fog,2013-02-27 08:00:00,6128,1222
None,45.7,0.0,0.0,1,Clear,sky is clear,2018-04-27 00:00:00,683,1223
None,28.8,0.0,0.0,75,Clouds,broken clouds,2018-03-25 07:00:00,1158,1224
None,51.8,0.0,0.0,40,Drizzle,drizzle,2016-04-25 05:00:00,2776,1225
None,15.7,0.0,0.0,90,Mist,mist,2018-02-03 17:00:00,3652,1226
None,38.4,0.0,0.0,75,Clouds,broken clouds,2013-04-07 06:00:00,710,1227
None,-4.3,0.0,0.0,1,Clear,sky is clear,2018-02-05 01:00:00,505,1228
None,21.7,0.0,0.0,90,Snow,light snow,2018-02-19 14:00:00,3490,1229
None,38.7,0.0,0.0,90,Mist,mist,2018-04-13 13:00:00,5174,1230
None,18.0,0.0,0.0,90,Mist,mist,2017-03-13 00:00:00,658,1231
None,34.4,0.0,0.0,75,Clouds,broken clouds,2018-04-09 20:00:00,2635,1232
None,13.3,0.0,0.0,90,Clouds,overcast clouds,2018-02-08 17:00:00,6278,1233
None,17.8,0.0,0.0,1,Clear,sky is clear,2014-03-08 22:00:00,3698,1234
None,27.3,0.0,0.0,1,Clear,sky is clear,2013-04-06 08:00:00,2952,1235
None,73.1,0.0,0.0,1,Clear,sky is clear,2013-04-29 14:00:00,5245,1236
None,46.6,0.0,0.0,1,Clear,sky is clear,2017-04-24 02:00:00,263,1237
None,78.1,0.0,0.0,75,Clouds,broken clouds,2016-04-16 18:00:00,4059,1238
None,43.5,0.0,0.0,90,Clouds,overcast clouds,2017-04-19 07:00:00,6123,1239
None,24.4,0.0,0.0,90,Snow,heavy snow,2013-03-06 04:00:00,792,1240
None,42.9,0.0,0.0,90,Rain,moderate rain,2016-03-16 04:00:00,876,1241
None,19.8,0.0,0.0,1,Clear,sky is clear,2013-03-20 14:00:00,5470,1242
None,-0.8,0.0,0.0,90,Clouds,overcast clouds,2014-03-01 13:00:00,4637,1243
None,13.3,0.0,0.0,75,Clouds,broken clouds,2018-02-08 13:00:00,4907,1244
None,38.4,0.0,0.0,1,Clear,sky is clear,2018-04-20 23:00:00,1977,1245
None,45.7,0.0,0.0,90,Clouds,overcast clouds,2014-04-12 23:00:00,2094,1246
None,27.2,0.0,0.0,90,Clouds,overcast clouds,2013-03-02 13:00:00,5190,1247
None,48.8,0.0,0.0,40,Rain,moderate rain,2013-04-07 15:00:00,4201,1248
None,34.2,0.0,0.0,90,Drizzle,drizzle,2013-04-15 22:00:00,1530,1249
None,30.9,0.0,0.0,40,Clouds,scattered clouds,2013-03-24 21:00:00,2056,1250
None,28.1,0.0,0.0,90,Clouds,overcast clouds,2013-02-19 07:00:00,6996,1251
None,21.3,0.0,0.0,40,Clouds,scattered clouds,2014-03-12 11:00:00,4785,1252
None,9.6,0.0,0.0,1,Clear,sky is clear,2017-03-10 11:00:00,5292,1253
None,33.5,0.0,0.0,90,Mist,mist,2013-03-10 05:00:00,438,1254
None,25.8,0.0,0.0,90,Mist,mist,2013-02-08 13:00:00,5312,1255
None,28.6,0.0,0.0,90,Snow,heavy snow,2013-03-01 11:00:00,5373,1256
None,-8.5,0.0,0.0,40,Clouds,scattered clouds,2014-02-27 11:00:00,4588,1257
None,7.2,0.0,0.0,1,Clear,sky is clear,2013-03-22 03:00:00,360,1258
None,35.7,0.0,0.0,40,Mist,mist,2013-04-16 00:00:00,535,1259
None,41.3,0.0,0.0,90,Clouds,overcast clouds,2018-03-22 17:00:00,6374,1260
None,4.3,0.0,0.0,1,Clear,sky is clear,2014-02-25 13:00:00,4700,1261
None,34.8,0.0,0.0,1,Clear,sky is clear,2016-03-24 11:00:00,4670,1262
None,7.2,0.0,0.0,90,Snow,light snow,2018-02-06 22:00:00,1652,1263
None,23.3,0.0,0.0,90,Clouds,overcast clouds,2014-02-13 08:00:00,5725,1264
